"species","chosen_nBands","best_nBands","embedding_year","scale_m","blockSize_m","kFolds","decision_rule","delta_auc_used","fallback_used","best_cv_mean_auc","best_cv_sd_auc","chosen_cv_mean_auc","chosen_cv_sd_auc","chosen_cv_min_auc","chosen_cv_max_auc","chosen_cv_n_folds","chosen_holdout_auc","generated_utc"
"Andrena fulva",32,64,2023,25000,100000,10,"adaptive_delta=clamp(0.5*best_cv_sd,0.003,0.01); prefer_sd<=(1+0.25)*best_sd; require_folds>=8; cv_min>=0.6",0.00320532750983434,FALSE,0.931953706576312,0.00641065501966867,0.929734519103543,0.0062013502210444,0.916007616629641,0.937046888531486,10,0.932918821668149,"2026-02-16 15:38:30 UTC"
